model,request_file,thinking_level,thinking_budget,traffic_type,project,location,iterations,ttft_min_ms,ttft_p50_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,ttft_max_ms,input_tokens_min,input_tokens_p50,input_tokens_p90,input_tokens_p95,input_tokens_p99,input_tokens_max,output_tokens_min,output_tokens_p50,output_tokens_p90,output_tokens_p95,output_tokens_p99,output_tokens_max,cached_tokens_min,cached_tokens_p50,cached_tokens_p90,cached_tokens_p95,cached_tokens_p99,cached_tokens_max
gemini-3.1-flash-lite,benchmark/request_5k.json,minimal,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,1021.85,1104.97,2739.37,3253.73,3665.21,3768.08,3883,3883,3883,3883,3883,3883,631,672,734,740,744,745,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_5k.json,low,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,1555.14,1643.90,3337.36,3815.15,4197.39,4292.94,3883,3883,3883,3883,3883,3883,750,827,868,871,873,874,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_5k.json,medium,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,2871.69,3016.25,4585.61,4834.45,5033.52,5083.29,3883,3883,3883,3883,3883,3883,730,787,833,848,860,863,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_5k.json,high,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,4920.70,4978.36,6855.97,7381.56,7802.02,7907.14,3883,3883,3883,3883,3883,3883,809,859,894,894,894,894,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_5k.json,,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,1089.37,1176.90,3094.87,3723.12,4225.72,4351.37,3883,3883,3883,3883,3883,3883,674,695,739,747,753,754,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_10k.json,minimal,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,1081.72,1395.43,3173.59,3667.44,4062.51,4161.28,4974,4974,4974,4974,4974,4974,679,716,781,792,801,803,0,4070,4070,4070,4070,4070
gemini-3.1-flash-lite,benchmark/request_10k.json,low,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,1347.25,1625.18,3243.40,3764.71,4181.76,4286.03,4974,4974,4974,4974,4974,4974,773,789,836,837,838,838,0,0,4069,4069,4069,4069
gemini-3.1-flash-lite,benchmark/request_10k.json,medium,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,2509.29,3194.21,4570.93,5009.49,5360.33,5448.04,4974,4974,4974,4974,4974,4974,745,800,832,840,846,848,0,4069,4069,4069,4069,4069
gemini-3.1-flash-lite,benchmark/request_10k.json,high,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,4831.75,5269.91,7078.01,7527.41,7886.93,7976.81,4974,4974,4974,4974,4974,4974,777,813,891,904,914,917,0,4077,4077,4077,4077,4077
gemini-3.1-flash-lite,benchmark/request_10k.json,,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,1085.14,1182.36,2741.00,3259.21,3673.78,3777.42,4974,4974,4974,4974,4974,4974,647,695,769,778,785,787,0,4070,4070,4070,4070,4070
gemini-3.1-flash-lite,benchmark/request_50k.json,minimal,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,940.71,1232.69,3311.82,3996.43,4544.12,4681.04,7587,7587,7587,7587,7587,7587,708,758,851,880,903,909,0,6118,6118,6118,6118,6118
gemini-3.1-flash-lite,benchmark/request_50k.json,low,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,1644.45,1819.90,3560.94,4092.41,4517.59,4623.89,7587,7587,7587,7587,7587,7587,753,944,1004,1009,1013,1014,0,6118,6118,6118,6118,6118
gemini-3.1-flash-lite,benchmark/request_50k.json,medium,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,3053.29,3866.45,5339.01,5506.63,5640.72,5674.24,7587,7587,7587,7587,7587,7587,798,960,1004,1013,1021,1023,0,0,6117,6117,6117,6117
gemini-3.1-flash-lite,benchmark/request_50k.json,high,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,4663.84,4860.30,7044.95,7685.68,8198.26,8326.40,7587,7587,7587,7587,7587,7587,885,979,1010,1013,1015,1015,0,0,6125,6125,6125,6125
gemini-3.1-flash-lite,benchmark/request_50k.json,,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,1092.84,1398.76,3060.91,3564.46,3967.31,4068.02,7587,7587,7587,7587,7587,7587,728,762,895,933,963,971,0,6118,6118,6118,6118,6118
gemini-3.1-flash-lite,benchmark/request_100k.json,minimal,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,1524.91,1709.01,3266.91,3727.48,4095.93,4188.04,13891,13891,13891,13891,13891,13891,741,816,858,869,878,880,0,12260,12260,12260,12260,12260
gemini-3.1-flash-lite,benchmark/request_100k.json,low,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,1581.91,4396.27,5129.54,5272.43,5386.75,5415.32,13891,13891,13891,13891,13891,13891,852,1016,1067,1083,1095,1098,0,12259,12259,12259,12259,12259
gemini-3.1-flash-lite,benchmark/request_100k.json,medium,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,4443.63,4832.89,6647.31,7210.75,7661.50,7774.19,13891,13891,13891,13891,13891,13891,867,955,1022,1028,1033,1034,0,12258,12258,12258,12258,12258
gemini-3.1-flash-lite,benchmark/request_100k.json,high,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,5309.59,5597.96,7237.77,7782.48,8218.26,8327.20,13891,13891,13891,13891,13891,13891,980,1002,1067,1082,1094,1097,0,0,12267,12267,12267,12267
gemini-3.1-flash-lite,benchmark/request_100k.json,,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,5,1299.67,1453.87,3286.95,3746.98,4115.01,4207.02,13891,13891,13891,13891,13891,13891,624,836,879,889,897,899,0,12260,12260,12260,12260,12260
