model,request_file,thinking_level,thinking_budget,traffic_type,project,location,iterations,ttft_min_ms,ttft_p50_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,ttft_max_ms,input_tokens_min,input_tokens_p50,input_tokens_p90,input_tokens_p95,input_tokens_p99,input_tokens_max,output_tokens_min,output_tokens_p50,output_tokens_p90,output_tokens_p95,output_tokens_p99,output_tokens_max,cached_tokens_min,cached_tokens_p50,cached_tokens_p90,cached_tokens_p95,cached_tokens_p99,cached_tokens_max
gemini-3.1-flash-lite,benchmark/request_5k.json,high,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,us,5,3788.30,4530.80,5244.80,5396.75,5518.31,5548.70,3883,3883,3883,3883,3883,3883,791,836,860,863,865,866,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_5k.json,,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,us,5,782.75,1214.11,1699.77,1725.89,1746.79,1752.01,3883,3883,3883,3883,3883,3883,693,722,751,760,766,768,0,0,0,0,0,0
gemini-3.1-flash-lite,benchmark/request_10k.json,minimal,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,us,5,784.01,966.35,1378.08,1498.09,1594.10,1618.10,4974,4974,4974,4974,4974,4974,591,696,750,754,757,758,0,4070,4070,4070,4070,4070
gemini-3.1-flash-lite,benchmark/request_10k.json,low,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,us,5,1225.43,1396.31,4956.49,5071.32,5163.18,5186.14,4974,4974,4974,4974,4974,4974,749,816,963,992,1014,1020,0,4069,4069,4069,4069,4069
gemini-3.1-flash-lite,benchmark/request_10k.json,medium,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,us,5,2519.34,2604.27,2899.75,2988.02,3058.64,3076.30,4974,4974,4974,4974,4974,4974,716,777,863,873,881,883,0,4069,4069,4069,4069,4069
gemini-3.1-flash-lite,benchmark/request_10k.json,high,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,us,5,4310.93,4633.30,4985.97,5000.12,5011.44,5014.27,4974,4974,4974,4974,4974,4974,792,836,866,869,871,872,0,4077,4077,4077,4077,4077
gemini-3.1-flash-lite,benchmark/request_10k.json,,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,us,5,875.92,882.37,1442.74,1578.83,1687.70,1714.92,4974,4974,4974,4974,4974,4974,677,743,765,767,769,769,4070,4070,4070,4070,4070,4070
gemini-3.1-flash-lite,benchmark/request_50k.json,minimal,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,us,5,913.90,1155.66,1625.70,1761.63,1870.38,1897.56,7587,7587,7587,7587,7587,7587,705,735,794,810,823,826,0,6118,6118,6118,6118,6118
gemini-3.1-flash-lite,benchmark/request_50k.json,low,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,us,5,1122.45,1289.67,1700.85,1829.43,1932.29,1958.00,7587,7587,7587,7587,7587,7587,817,901,1006,1031,1051,1056,0,6118,6118,6118,6118,6118
gemini-3.1-flash-lite,benchmark/request_50k.json,medium,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,us,5,2766.25,2940.67,3204.17,3285.87,3351.23,3367.57,7587,7587,7587,7587,7587,7587,866,932,954,957,959,959,0,6117,6117,6117,6117,6117
gemini-3.1-flash-lite,benchmark/request_50k.json,high,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,us,5,4055.22,4790.14,5142.77,5178.91,5207.83,5215.06,7587,7587,7587,7587,7587,7587,916,946,1044,1044,1044,1044,0,6125,6125,6125,6125,6125
gemini-3.1-flash-lite,benchmark/request_50k.json,,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,us,5,797.98,1078.54,1503.67,1608.33,1692.05,1712.98,7587,7587,7587,7587,7587,7587,658,795,813,814,815,815,0,6118,6118,6118,6118,6118
gemini-3.1-flash-lite,benchmark/request_100k.json,minimal,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,us,5,816.48,926.94,1344.91,1482.22,1592.06,1619.52,13891,13891,13891,13891,13891,13891,729,863,897,900,902,903,0,12260,12260,12260,12260,12260
gemini-3.1-flash-lite,benchmark/request_100k.json,low,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,us,5,1345.23,2036.77,3785.46,4356.02,4812.47,4926.58,13891,13891,13891,13891,13891,13891,790,904,1080,1095,1108,1111,0,12259,12259,12259,12259,12259
gemini-3.1-flash-lite,benchmark/request_100k.json,medium,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,us,5,3784.65,3954.99,4164.93,4189.24,4208.70,4213.56,13891,13891,13891,13891,13891,13891,952,1008,1018,1019,1020,1020,0,0,12258,12258,12258,12258
gemini-3.1-flash-lite,benchmark/request_100k.json,high,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,us,5,4680.27,5235.38,5635.91,5722.31,5791.43,5808.71,13891,13891,13891,13891,13891,13891,976,980,1114,1132,1146,1150,0,12267,12267,12267,12267,12267
gemini-3.1-flash-lite,benchmark/request_100k.json,,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,us,5,940.34,991.66,1535.39,1653.37,1747.75,1771.35,13891,13891,13891,13891,13891,13891,792,798,864,874,882,884,0,12260,12260,12260,12260,12260
