model,request_file,thinking_level,thinking_budget,traffic_type,project,location,iterations,ttft_min_ms,ttft_p50_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,ttft_max_ms,input_tokens_min,input_tokens_p50,input_tokens_p90,input_tokens_p95,input_tokens_p99,input_tokens_max,output_tokens_min,output_tokens_p50,output_tokens_p90,output_tokens_p95,output_tokens_p99,output_tokens_max,cached_tokens_min,cached_tokens_p50,cached_tokens_p90,cached_tokens_p95,cached_tokens_p99,cached_tokens_max
gemma-4-26b-a4b-it-maas,benchmark/request_5k.json,high,,UNKNOWN,cloud-llm-preview1,global,5,285.89,312.48,729.12,865.30,974.25,1001.49,3896,3896,3896,3896,3896,3896,712,764,810,815,818,819,0,0,0,0,0,0
gemma-4-26b-a4b-it-maas,benchmark/request_5k.json,,,UNKNOWN,cloud-llm-preview1,global,5,284.08,333.19,718.17,845.27,946.95,972.37,3896,3896,3896,3896,3896,3896,695,743,762,766,769,770,0,0,0,0,0,0
gemma-4-26b-a4b-it-maas,benchmark/request_10k.json,minimal,,UNKNOWN,cloud-llm-preview1,global,5,327.40,343.35,786.93,922.59,1031.13,1058.26,4987,4987,4987,4987,4987,4987,779,786,861,883,901,905,0,0,0,0,0,0
gemma-4-26b-a4b-it-maas,benchmark/request_10k.json,low,,UNKNOWN,cloud-llm-preview1,global,5,283.85,379.91,1378.99,1478.04,1557.29,1577.10,4987,4987,4987,4987,4987,4987,664,774,882,902,918,922,0,0,0,0,0,0
gemma-4-26b-a4b-it-maas,benchmark/request_10k.json,medium,,UNKNOWN,cloud-llm-preview1,global,5,287.60,337.91,766.10,896.24,1000.36,1026.39,4987,4987,4987,4987,4987,4987,660,773,821,823,825,825,0,0,0,0,0,0
gemma-4-26b-a4b-it-maas,benchmark/request_10k.json,high,,UNKNOWN,cloud-llm-preview1,global,5,297.89,360.57,738.38,859.27,955.97,980.15,4987,4987,4987,4987,4987,4987,768,805,861,872,880,882,0,0,0,0,0,0
gemma-4-26b-a4b-it-maas,benchmark/request_10k.json,,,UNKNOWN,cloud-llm-preview1,global,5,341.46,363.91,805.31,941.42,1050.31,1077.53,4987,4987,4987,4987,4987,4987,729,752,869,905,934,941,0,0,0,0,0,0
gemma-4-26b-a4b-it-maas,benchmark/request_50k.json,minimal,,UNKNOWN,cloud-llm-preview1,global,5,261.46,443.71,888.96,1023.06,1130.34,1157.16,7600,7600,7600,7600,7600,7600,810,860,946,948,950,950,0,0,0,0,0,0
gemma-4-26b-a4b-it-maas,benchmark/request_50k.json,low,,UNKNOWN,cloud-llm-preview1,global,5,315.66,478.55,1142.59,1176.21,1203.11,1209.83,7600,7600,7600,7600,7600,7600,842,869,918,926,933,935,0,0,0,0,0,0
gemma-4-26b-a4b-it-maas,benchmark/request_50k.json,medium,,UNKNOWN,cloud-llm-preview1,global,5,438.21,491.95,846.49,935.39,1006.51,1024.28,7600,7600,7600,7600,7600,7600,775,854,909,917,923,925,0,0,0,0,0,0
gemma-4-26b-a4b-it-maas,benchmark/request_50k.json,high,,UNKNOWN,cloud-llm-preview1,global,5,323.69,449.83,835.56,958.99,1057.73,1082.42,7600,7600,7600,7600,7600,7600,820,900,969,992,1010,1015,0,0,0,0,0,0
gemma-4-26b-a4b-it-maas,benchmark/request_50k.json,,,UNKNOWN,cloud-llm-preview1,global,5,314.72,332.72,848.31,1015.11,1148.54,1181.90,7600,7600,7600,7600,7600,7600,833,855,996,1042,1079,1088,0,0,0,0,0,0
gemma-4-26b-a4b-it-maas,benchmark/request_100k.json,minimal,,UNKNOWN,cloud-llm-preview1,global,5,747.74,856.25,1434.55,1516.20,1581.52,1597.85,13904,13904,13904,13904,13904,13904,891,1011,1067,1072,1076,1077,0,0,0,0,0,0
gemma-4-26b-a4b-it-maas,benchmark/request_100k.json,low,,UNKNOWN,cloud-llm-preview1,global,5,743.81,793.81,1338.22,1450.12,1539.65,1562.03,13904,13904,13904,13904,13904,13904,915,999,1018,1021,1023,1023,0,0,0,0,0,0
gemma-4-26b-a4b-it-maas,benchmark/request_100k.json,medium,,UNKNOWN,cloud-llm-preview1,global,5,483.14,776.99,1253.06,1390.08,1499.69,1527.10,13904,13904,13904,13904,13904,13904,886,982,1100,1104,1107,1108,0,0,0,0,0,0
gemma-4-26b-a4b-it-maas,benchmark/request_100k.json,high,,UNKNOWN,cloud-llm-preview1,global,5,721.33,788.20,1253.56,1382.95,1486.47,1512.35,13904,13904,13904,13904,13904,13904,849,996,1056,1076,1091,1095,0,0,0,0,0,0
gemma-4-26b-a4b-it-maas,benchmark/request_100k.json,,,UNKNOWN,cloud-llm-preview1,global,5,367.58,744.98,1222.11,1376.34,1499.74,1530.58,13904,13904,13904,13904,13904,13904,910,998,1034,1045,1055,1057,0,0,0,0,0,0
