model,request_file,thinking_level,thinking_budget,traffic_type,project,location,iterations,ttft_min_ms,ttft_p50_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,ttft_max_ms,input_tokens_min,input_tokens_p50,input_tokens_p90,input_tokens_p95,input_tokens_p99,input_tokens_max,output_tokens_min,output_tokens_p50,output_tokens_p90,output_tokens_p95,output_tokens_p99,output_tokens_max,cached_tokens_min,cached_tokens_p50,cached_tokens_p90,cached_tokens_p95,cached_tokens_p99,cached_tokens_max
gemini-3-flash-preview,/home/wangez/slow_request_60s.json,medium,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,1,10580.69,10580.69,10580.69,10580.69,10580.69,10580.69,59976,59976,59976,59976,59976,59976,988,988,988,988,988,988,0,0,0,0,0,0
gemini-3-flash-preview,/home/wangez/slow_request_60s.json,high,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,1,14166.35,14166.35,14166.35,14166.35,14166.35,14166.35,59976,59976,59976,59976,59976,59976,1865,1865,1865,1865,1865,1865,0,0,0,0,0,0
gemini-3-flash-preview,/home/wangez/slow_request_60s.json,,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,1,10523.42,10523.42,10523.42,10523.42,10523.42,10523.42,59976,59976,59976,59976,59976,59976,1045,1045,1045,1045,1045,1045,56880,56880,56880,56880,56880,56880
gemini-3.1-flash-lite,/home/wangez/slow_request_40s.json,minimal,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,1,37456.44,37456.44,37456.44,37456.44,37456.44,37456.44,23676,23676,23676,23676,23676,23676,835,835,835,835,835,835,0,0,0,0,0,0
gemini-3.1-flash-lite,/home/wangez/slow_request_40s.json,low,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,1,20168.30,20168.30,20168.30,20168.30,20168.30,20168.30,23676,23676,23676,23676,23676,23676,1245,1245,1245,1245,1245,1245,0,0,0,0,0,0
gemini-3.1-flash-lite,/home/wangez/slow_request_40s.json,medium,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,1,2031.91,2031.91,2031.91,2031.91,2031.91,2031.91,23676,23676,23676,23676,23676,23676,829,829,829,829,829,829,0,0,0,0,0,0
gemini-3.1-flash-lite,/home/wangez/slow_request_40s.json,high,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,1,48193.30,48193.30,48193.30,48193.30,48193.30,48193.30,23676,23676,23676,23676,23676,23676,771,771,771,771,771,771,0,0,0,0,0,0
gemini-3.1-flash-lite,/home/wangez/slow_request_40s.json,,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,1,34668.84,34668.84,34668.84,34668.84,34668.84,34668.84,23676,23676,23676,23676,23676,23676,828,828,828,828,828,828,0,0,0,0,0,0
gemini-3.1-flash-lite,/home/wangez/slow_request_60s.json,minimal,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,1,2209.33,2209.33,2209.33,2209.33,2209.33,2209.33,59976,59976,59976,59976,59976,59976,1093,1093,1093,1093,1093,1093,0,0,0,0,0,0
gemini-3.1-flash-lite,/home/wangez/slow_request_60s.json,low,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,1,4827.08,4827.08,4827.08,4827.08,4827.08,4827.08,59976,59976,59976,59976,59976,59976,1294,1294,1294,1294,1294,1294,0,0,0,0,0,0
gemini-3.1-flash-lite,/home/wangez/slow_request_60s.json,medium,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,1,2250.39,2250.39,2250.39,2250.39,2250.39,2250.39,59976,59976,59976,59976,59976,59976,965,965,965,965,965,965,0,0,0,0,0,0
gemini-3.1-flash-lite,/home/wangez/slow_request_60s.json,high,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,1,6517.59,6517.59,6517.59,6517.59,6517.59,6517.59,59976,59976,59976,59976,59976,59976,1244,1244,1244,1244,1244,1244,0,0,0,0,0,0
gemini-3.1-flash-lite,/home/wangez/slow_request_60s.json,,,TrafficType.PROVISIONED_THROUGHPUT,cloud-llm-preview1,global,1,1675.71,1675.71,1675.71,1675.71,1675.71,1675.71,59976,59976,59976,59976,59976,59976,1019,1019,1019,1019,1019,1019,58903,58903,58903,58903,58903,58903
